first_recorded,last_extracted,seller_id,shop_name,review_1m,review_3m,review_12m,review_lifetime,shop_url,hidden,remarks
2025/6/8 12:47,2025/6/8 12:47,ANVHS396CWQN6,Shin-ichi Store,,,,,https://www.amazon.com/sp?seller=ANVHS396CWQN6,,
2025/6/8 12:47,2025/6/8 12:47,A28SJB08NKEKUG,Jpus Trading,,,,,https://www.amazon.com/sp?seller=A28SJB08NKEKUG,,
2025/6/8 12:47,2025/6/8 12:47,A1K2CY02JLJ3BS,Pepper Inc. Japan,,,,,https://www.amazon.com/sp?seller=A1K2CY02JLJ3BS,,
2025/6/8 12:47,2025/6/8 12:47,A1E5TOCKEG9EJ5,Blazing Dealz! LLC,,,,,https://www.amazon.com/sp?seller=A1E5TOCKEG9EJ5,,
2025/6/8 12:47,2025/6/8 12:47,AO1QFCSHLTKDQ,psf_entertainment,,,,,https://www.amazon.com/sp?seller=AO1QFCSHLTKDQ,,
2025/6/8 12:47,2025/6/8 12:47,A29TIRRIM4NWXK,G-KM,,,,,https://www.amazon.com/sp?seller=A29TIRRIM4NWXK,,
2025/6/8 12:47,2025-09-12 14:42:40,A3SBDOAENTRT1F,VirVentures,,,,,https://www.amazon.com/sp?seller=A3SBDOAENTRT1F,TRUE,海外セラー
2025/6/8 12:47,2025/6/8 12:47,AAEQGWJRT8KKG,SAMURAI　JAPAN (Japanese products Internet marketing specialty store),,,,,https://www.amazon.com/sp?seller=AAEQGWJRT8KKG,,
2025/6/8 12:47,2025/6/8 12:47,A2I6GCS7UHT4IY,Lowest_Price_Highest_Quality_Fastest_Shipping,,,,,https://www.amazon.com/sp?seller=A2I6GCS7UHT4IY,,
2025/6/8 12:47,2025/6/8 12:47,AMF6BK2M83BTF,FED USA,,,,,https://www.amazon.com/sp?seller=AMF6BK2M83BTF,,
2025/6/21,2025/6/21,A2ZRBTY40RX9AR,OfficeU Jp-Shop,,,,,,TRUE,自分のショップ
,,A1TP15OSFX6WBU,3-Mar,,,,,,TRUE,
,,A3S48NKM40C9WB,Watches and Beyond,,,,,,TRUE,時計専門
,,A1YS16X5YAAFUH,Cannon Online,,,,,,TRUE,USセラー
,,A1QG1NIWOF5LK6,Capra Leather,,,,,,TRUE,USセラー
,,A2HJ8V87AAKG7U,Booster Golf,,,,,,TRUE,撤退
,,AZKTLL36FRQDN,NOVICA,,,,,,TRUE,メーカー
,,AZ64BC0QSXWX4,Tools For Wellness,,,,,,TRUE,USセラー
,,AL6AV6GIKNB1B,DERMAdoctor,,,,,,TRUE,メーカー
