first_recorded,last_extracted,seller_id,shop_name,review_1m,review_3m,review_12m,review_lifetime,shop_url,hidden,remarks
2025/9/10 16:29,2025/9/10 16:29,A32NZN7CIPIXS3,OmikujiJP,,,,,https://www.amazon.sg/sp?seller=A32NZN7CIPIXS3,,
2025/9/10 16:29,2025/9/10 16:29,A363U08WTFBPWJ,NOBUJAPANZ,,,,,https://www.amazon.sg/sp?seller=A363U08WTFBPWJ,,
2025/9/10 16:29,2025/9/10 16:29,A3JPBJV3ZSHYQV,Japan Takehara shop,,,,,https://www.amazon.sg/sp?seller=A3JPBJV3ZSHYQV,,
2025/9/10 16:29,2025/9/10 16:29,A2RCZI6RKBXTZ3,Japan Merlion Store,,,,,https://www.amazon.sg/sp?seller=A2RCZI6RKBXTZ3,,
2025/9/10 9:55,2025/9/10 9:55,A3HTSS6OCDF9LN,不明,,,,,https://www.amazon.com/sp?seller=A3HTSS6OCDF9LN,,
2025/9/10 16:29,2025/9/10 16:29,A2IAJM6GU8CNOU,HIRO STORE TOKYO JP,,,,,https://www.amazon.sg/sp?seller=A2IAJM6GU8CNOU,,
2025/9/13 11:29,2025/9/13 11:29,A146C0RHB3YNQP,Yaginuma商店,,,,,https://www.amazon.sg/sp?seller=A146C0RHB3YNQP,,
2025/9/13 11:29,2025/9/13 11:29,A31NFQQ4065CWX,nagomi庵 Japan,,,,,https://www.amazon.sg/sp?seller=A31NFQQ4065CWX,,
2025/9/13 11:29,2025/9/13 11:29,AK2L20GDSXQHJ,Aco life jp,,,,,https://www.amazon.sg/sp?seller=AK2L20GDSXQHJ,,
2025/9/10 16:29,2025/9/10 16:29,A78PUD8UBC03E,Amazon Japan,,,,,https://www.amazon.sg/sp?seller=A78PUD8UBC03E,,
2025/9/13 11:29,2025/9/13 11:29,A2MOE71WZRGB1T,Crown & Co 2017,,,,,https://www.amazon.sg/sp?seller=A2MOE71WZRGB1T,,
2025/9/10 16:29,2025/9/10 16:29,A2AP3TV4Q50QIX,RAMAMAMA,,,,,https://www.amazon.sg/sp?seller=A2AP3TV4Q50QIX,,
2025/9/10 16:29,2025/9/10 16:29,AQ76M9Y4UINOT,BJS(SG),,,,,https://www.amazon.sg/sp?seller=AQ76M9Y4UINOT,,
2025/9/10 16:29,2025/9/10 16:29,A16DRESARF7BHR,Shop Akety,,,,,https://www.amazon.sg/sp?seller=A16DRESARF7BHR,,
2025/9/10 16:29,2025/9/10 16:29,A6A3Q80M12S28,EXYE,,,,,https://www.amazon.sg/sp?seller=A6A3Q80M12S28,,
2025/9/13 11:29,2025/9/13 11:29,A1YKPOZG28EHWI,kurushop,,,,,https://www.amazon.sg/sp?seller=A1YKPOZG28EHWI,,
2025/9/10 16:29,2025/9/10 16:29,AFMNFGU3MSY57,AnyMusic Original,,,,,https://www.amazon.sg/sp?seller=AFMNFGU3MSY57,,
2025/9/10 16:29,2025/9/10 16:29,ARPIJN329XQ0D,Amazon US,,,,,https://www.amazon.sg/sp?seller=ARPIJN329XQ0D,,
2025/9/10 16:29,2025/9/10 16:29,A1XJQ7IK47DOO,Yorozuyz Rumpaka,,,,,https://www.amazon.sg/sp?seller=A1XJQ7IK47DOO,,
